ed,ct_adams,ct_cuomo,ct_lander,ct_ramos,ct_blake,ct_prince,ct_stringer,ct_bartholomew,ct_writein,ct_tilson,ct_myrie,ct_mamdani,ct_total_votes,pct_mamdani,pct_cuomo,pct_lander,pct_adams,pct_stringer,pct_myrie,pct_ramos,pct_blake,pct_prince,pct_tilson,pct_bartholomew,pct_writein,tied,num_top_candidates,winner,winner_name_full,NTAName
76009,16,205,71,1,1,1,7,0,1,10,3,161,477,0.33752620545073375,0.429769392,0.1488469601677149,0.033542976939203356,0.014675052410901468,0.006289308,0.002096436,0.002096436,0.002096436,0.020964360587002098,0,0.002096436,no,1,cuomo,Andrew Cuomo,Upper East Side-Lenox Hill-Roosevelt Island
76010,17,103,84,2,1,0,3,0,0,6,3,159,378,0.42063492063492064,0.2724867724867725,0.2222222222222222,0.044973545,0.007936508,0.007936508,0.005291005,0.002645503,0,0.015873015873015872,0,0,no,1,mamdani,Zohran Mamdani,Upper East Side-Lenox Hill-Roosevelt Island
76011,11,136,75,2,1,0,10,0,0,3,3,100,341,0.2932551319648094,0.39882697947214074,0.21994134897360704,0.032258065,0.029325513,0.008797654,0.005865103,0.002932551,0,0.008797654,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Lenox Hill-Roosevelt Island
76012,14,151,79,1,1,2,12,0,0,5,4,168,437,0.38443935926773454,0.34553775743707094,0.18077803203661327,0.032036613272311214,0.027459954,0.009153318,0.00228833,0.00228833,0.004576659,0.011441647597254004,0,0,no,1,mamdani,Zohran Mamdani,Upper East Side-Lenox Hill-Roosevelt Island
76013,10,162,65,1,1,0,8,0,0,9,6,178,440,0.40454545454545454,0.36818181818181817,0.14772727272727273,0.022727272727272728,0.018181818,0.013636363636363636,0.002272727,0.002272727,0,0.020454545454545454,0,0,no,1,mamdani,Zohran Mamdani,Upper East Side-Lenox Hill-Roosevelt Island
76014,14,232,93,2,2,0,11,0,0,13,7,111,485,0.2288659793814433,0.47835051546391755,0.19175257731958764,0.028865979,0.022680412,0.01443299,0.004123711,0.004123711,0,0.026804123711340205,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Lenox Hill-Roosevelt Island
76015,16,132,81,1,0,0,8,0,0,7,4,246,495,0.49696969696969695,0.26666666666666666,0.16363636363636364,0.032323232,0.016161616,0.008080808,0.002020202,0,0,0.014141414141414142,0,0,no,1,mamdani,Zohran Mamdani,Upper East Side-Lenox Hill-Roosevelt Island
76016,10,91,34,0,2,0,10,0,0,0,2,90,239,0.37656903765690375,0.3807531380753138,0.14225941422594143,0.041841004,0.041841004,0.008368201,0,0.008368201,0,0,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Lenox Hill-Roosevelt Island
76017,19,165,75,3,0,0,15,1,2,6,6,115,407,0.28255528255528256,0.40540540540540543,0.18427518427518427,0.046683047,0.036855036855036855,0.014742014742014743,0.007371007,0,0,0.014742014742014743,0.002457002,0.004914005,no,1,cuomo,Andrew Cuomo,Upper East Side-Lenox Hill-Roosevelt Island
76018,10,218,64,0,0,0,13,0,0,9,5,62,381,0.16272965879265092,0.5721784776902887,0.1679790026246719,0.026246719160104987,0.034120735,0.013123359580052493,0,0,0,0.023622047244094488,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Lenox Hill-Roosevelt Island
76019,12,286,102,1,1,0,12,1,0,7,5,125,552,0.22644927536231885,0.5181159420289855,0.18478260869565216,0.021739130434782608,0.021739130434782608,0.009057971,0.001811594,0.001811594,0,0.012681159420289856,0.001811594,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Lenox Hill-Roosevelt Island
76020,8,156,72,2,0,0,5,0,2,5,2,187,439,0.42596810933940776,0.3553530751708428,0.16400911161731208,0.018223234624145785,0.011389521640091117,0.004555809,0.004555809,0,0,0.011389521640091117,0,0.004555809,no,1,mamdani,Zohran Mamdani,Upper East Side-Lenox Hill-Roosevelt Island
76021,14,235,80,2,1,2,12,0,0,10,2,143,501,0.28542914171656686,0.469061876,0.1596806387225549,0.027944111776447105,0.023952095808383235,0.003992016,0.003992016,0.001996008,0.003992016,0.01996008,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Lenox Hill-Roosevelt Island
76022,12,216,93,1,1,0,9,0,0,9,0,167,508,0.328740157,0.4251968503937008,0.1830708661417323,0.023622047244094488,0.017716535433070866,0,0.001968504,0.001968504,0,0.017716535433070866,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Lenox Hill-Roosevelt Island
76023,10,171,61,2,1,0,8,1,0,11,3,114,382,0.29842931937172773,0.4476439790575916,0.15968586387434555,0.02617801,0.020942408376963352,0.007853403,0.005235602,0.002617801,0,0.028795811518324606,0.002617801,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Lenox Hill-Roosevelt Island
76024,16,229,84,2,2,0,15,0,0,6,9,202,565,0.35752212389380533,0.40530973451327434,0.1486725663716814,0.028318584,0.026548673,0.015929204,0.003539823,0.003539823,0,0.010619469026548672,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Lenox Hill-Roosevelt Island
76025,7,130,52,1,0,0,6,1,0,2,4,197,400,0.4925,0.325,0.13,0.0175,0.015,0.01,0.0025,0,0,0.005,0.0025,0,no,1,mamdani,Zohran Mamdani,Upper East Side-Lenox Hill-Roosevelt Island
76026,9,204,62,1,0,1,7,0,0,8,6,126,424,0.2971698113207547,0.4811320754716981,0.14622641509433962,0.021226415,0.016509434,0.014150943396226415,0.002358491,0,0.002358491,0.018867924528301886,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Lenox Hill-Roosevelt Island
76027,14,233,84,2,1,0,9,1,1,8,6,125,484,0.25826446280991733,0.48140495867768596,0.17355371900826447,0.028925619834710745,0.018595041,0.012396694214876033,0.004132231,0.002066116,0,0.016528926,0.002066116,0.002066116,no,1,cuomo,Andrew Cuomo,Upper East Side-Lenox Hill-Roosevelt Island
76028,13,100,110,2,1,0,20,0,0,9,6,274,535,0.5121495327102804,0.18691588785046728,0.205607477,0.024299065420560748,0.037383177570093455,0.011214953271028037,0.003738318,0.001869159,0,0.016822429906542057,0,0,no,1,mamdani,Zohran Mamdani,Upper East Side-Lenox Hill-Roosevelt Island
76029,7,179,68,0,0,0,8,0,0,5,6,77,350,0.22,0.5114285714285715,0.19428571428571428,0.02,0.022857142857142857,0.017142857142857144,0,0,0,0.014285714285714285,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Lenox Hill-Roosevelt Island
76030,18,242,109,5,0,0,17,1,1,14,7,121,535,0.2261682242990654,0.4523364485981308,0.20373831775700935,0.03364486,0.031775701,0.013084112149532711,0.009345794,0,0,0.026168224299065422,0.001869159,0.001869159,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76031,16,258,91,2,2,1,15,1,1,15,3,92,497,0.1851106639839034,0.5191146881287726,0.18309859154929578,0.032193159,0.030181086519114688,0.006036217,0.004024145,0.004024145,0.002012072,0.030181086519114688,0.002012072,0.002012072,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76032,21,315,91,0,2,0,15,0,1,13,2,107,567,0.18871252204585537,0.5555555555555556,0.16049382716049382,0.037037037037037035,0.026455026455026454,0.003527337,0,0.003527337,0,0.02292769,0,0.001763668,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76033,13,157,106,3,0,1,6,0,0,9,4,308,607,0.5074135090609555,0.2586490939044481,0.17462932454695224,0.021416804,0.009884679,0.006589786,0.004942339,0,0.001647446,0.014827018121911038,0,0,no,1,mamdani,Zohran Mamdani,Upper East Side-Yorkville
76034,17,215,87,0,0,1,10,0,1,6,9,189,535,0.3532710280373832,0.40186915887850466,0.16261682242990655,0.031775701,0.018691588785046728,0.016822429906542057,0,0,0.001869159,0.011214953271028037,0,0.001869159,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76035,8,192,105,1,2,0,13,0,0,12,3,183,519,0.35260115606936415,0.3699421965317919,0.2023121387283237,0.015414258188824663,0.025048169556840076,0.005780347,0.001926782,0.003853565,0,0.023121387283236993,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76036,15,231,91,1,1,1,13,0,0,4,5,243,605,0.40165289256198344,0.38181818181818183,0.15041322314049588,0.024793388429752067,0.021487603305785124,0.008264463,0.001652893,0.001652893,0.001652893,0.00661157,0,0,no,1,mamdani,Zohran Mamdani,Upper East Side-Yorkville
76037,17,206,114,0,1,0,15,1,0,7,7,266,634,0.4195583596214511,0.3249211356466877,0.17981072555205047,0.026813880126182965,0.023659306,0.011041009463722398,0,0.001577287,0,0.011041009463722398,0.001577287,0,no,1,mamdani,Zohran Mamdani,Upper East Side-Yorkville
76038,9,54,43,0,3,0,3,0,0,2,4,221,339,0.6519174041297935,0.1592920353982301,0.12684365781710916,0.026548673,0.008849558,0.011799410029498525,0,0.008849558,0,0.005899705,0,0,no,1,mamdani,Zohran Mamdani,Upper East Side-Lenox Hill-Roosevelt Island
76039,13,318,107,0,1,0,11,0,0,11,5,104,570,0.1824561403508772,0.5578947368421052,0.18771929824561404,0.022807018,0.019298246,0.00877193,0,0.001754386,0,0.019298246,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76040,6,197,72,0,3,0,7,1,0,12,8,100,406,0.24630541871921183,0.4852216748768473,0.17733990147783252,0.014778325123152709,0.017241379310344827,0.019704433497536946,0,0.007389163,0,0.029556650246305417,0.002463054,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76041,12,182,64,2,1,0,14,1,1,8,3,125,413,0.3026634382566586,0.4406779661016949,0.1549636803874092,0.029055690072639227,0.033898305,0.007263923,0.004842615,0.002421308,0,0.01937046,0.002421308,0.002421308,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76042,22,304,98,1,0,2,24,1,1,13,6,110,582,0.18900343642611683,0.5223367697594502,0.16838487972508592,0.037800687285223365,0.041237113402061855,0.010309278350515464,0.001718213,0,0.003436426,0.022336769759450172,0.001718213,0.001718213,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76043,13,176,95,0,0,1,11,0,1,11,9,135,452,0.29867256637168144,0.3893805309734513,0.21017699115044247,0.028761061946902654,0.024336283185840708,0.019911504,0,0,0.002212389,0.024336283185840708,0,0.002212389,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76044,16,299,147,4,1,0,14,0,1,19,3,114,618,0.18446601941747573,0.48381877022653724,0.23786407766990292,0.025889967637540454,0.022653721682847898,0.004854369,0.006472492,0.001618123,0,0.030744336569579287,0,0.001618123,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76045,12,195,89,1,0,1,16,0,0,4,9,190,517,0.36750483558994196,0.3771760154738878,0.172147002,0.023210832,0.030947775628626693,0.017408123791102514,0.001934236,0,0.001934236,0.007736944,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76046,18,289,141,2,2,0,14,0,1,13,8,114,602,0.1893687707641196,0.48006644518272423,0.23421926910299004,0.029900332225913623,0.023255813953488372,0.013289036544850499,0.003322259,0.003322259,0,0.021594684,0,0.00166113,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76047,13,121,73,0,0,0,10,0,0,7,4,210,438,0.4794520547945205,0.2762557077625571,0.16666666666666666,0.029680365,0.02283105,0.00913242,0,0,0,0.015981735,0,0,no,1,mamdani,Zohran Mamdani,Upper East Side-Yorkville
76048,9,208,80,0,2,0,11,0,0,14,10,139,473,0.2938689217758985,0.4397463002114165,0.16913319238900634,0.019027484143763214,0.023255813953488372,0.021141649048625793,0,0.00422833,0,0.029598309,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76049,16,194,105,3,1,0,16,0,0,9,8,144,496,0.2903225806451613,0.3911290322580645,0.21169354838709678,0.032258065,0.032258065,0.016129032258064516,0.006048387,0.002016129,0,0.018145161290322582,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76050,19,218,114,0,2,1,9,0,0,7,4,199,573,0.3472949389179756,0.38045375218150085,0.19895287958115182,0.033158813,0.015706806282722512,0.006980803,0,0.003490401,0.001745201,0.012216404886561954,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76051,9,219,101,1,1,2,9,0,0,7,2,115,466,0.24678111587982832,0.4699570815450644,0.2167381974248927,0.019313304721030045,0.019313304721030045,0.004291845,0.002145923,0.002145923,0.004291845,0.015021459227467811,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76052,7,173,82,3,1,0,6,0,0,7,6,205,490,0.41836734693877553,0.35306122448979593,0.1673469387755102,0.014285714285714285,0.012244897959183673,0.012244897959183673,0.006122449,0.002040816,0,0.014285714285714285,0,0,no,1,mamdani,Zohran Mamdani,Upper East Side-Yorkville
76053,14,204,101,1,3,0,13,1,0,8,2,180,527,0.3415559772296015,0.3870967741935484,0.19165085388994307,0.026565464895635674,0.024667931688804556,0.003795066,0.001897533,0.0056926,0,0.015180265654648957,0.001897533,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76054,15,271,124,1,0,0,19,0,0,11,10,209,660,0.31666666666666665,0.4106060606060606,0.18787878787878787,0.022727272727272728,0.028787879,0.015151515151515152,0.001515152,0,0,0.016666666666666666,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76055,12,121,110,1,3,0,13,0,0,6,6,320,592,0.5405405405405406,0.20439189189189189,0.1858108108108108,0.02027027,0.021959459,0.010135135135135136,0.001689189,0.005067568,0,0.010135135135135136,0,0,no,1,mamdani,Zohran Mamdani,Upper East Side-Yorkville
76056,16,110,103,1,2,0,10,0,0,11,3,374,630,0.5936507936507937,0.1746031746031746,0.1634920634920635,0.025396825396825397,0.015873015873015872,0.004761905,0.001587302,0.003174603,0,0.017460317,0,0,no,1,mamdani,Zohran Mamdani,Upper East Side-Yorkville
76057,12,156,81,1,2,0,10,0,0,13,3,125,403,0.31017369727047145,0.3870967741935484,0.20099255583126552,0.029776675,0.024813896,0.007444169,0.00248139,0.004962779,0,0.032258065,0,0,no,1,cuomo,Andrew Cuomo,Upper East Side-Yorkville
76058,19,205,103,2,0,0,14,0,0,12,3,221,579,0.38169257340241797,0.3540587219343696,0.17789291882556132,0.032815199,0.024179620034542316,0.005181347,0.003454231,0,0,0.020725389,0,0,no,1,mamdani,Zohran Mamdani,Upper East Side-Yorkville
76059,23,126,76,0,0,2,34,0,1,4,4,125,395,0.31645569620253167,0.3189873417721519,0.19240506329113924,0.058227848,0.086075949,0.010126582278481013,0,0,0.005063291,0.010126582278481013,0,0.002531646,no,1,cuomo,Andrew Cuomo,Upper East Side-Lenox Hill-Roosevelt Island
76060,11,64,51,3,2,0,7,1,1,7,3,147,297,0.494949495,0.21548821548821548,0.1717171717171717,0.037037037037037035,0.023569024,0.010101010101010102,0.010101010101010102,0.006734007,0,0.023569024,0.003367003,0.003367003,no,1,mamdani,Zohran Mamdani,Upper East Side-Lenox Hill-Roosevelt Island
76061,11,73,20,1,1,0,7,1,1,2,2,118,237,0.4978902953586498,0.3080168776371308,0.084388186,0.046413502109704644,0.029535864978902954,0.008438819,0.004219409,0.004219409,0,0.008438819,0.004219409,0.004219409,no,1,mamdani,Zohran Mamdani,Upper East Side-Lenox Hill-Roosevelt Island
76062,22,127,52,2,0,0,9,1,0,2,4,179,398,0.44974874371859297,0.31909547738693467,0.1306532663316583,0.055276382,0.022613065326633167,0.010050251256281407,0.005025126,0,0,0.005025126,0.002512563,0,no,1,mamdani,Zohran Mamdani,Upper East Side-Lenox Hill-Roosevelt Island
77001,5,77,2,1,2,0,2,0,1,1,4,46,141,0.3262411347517731,0.5460992907801419,0.014184397163120567,0.035460993,0.014184397163120567,0.028368794326241134,0.007092199,0.014184397163120567,0,0.007092199,0,0.007092199,no,1,cuomo,Andrew Cuomo,Highbridge
77002,12,117,3,1,1,0,4,2,0,0,4,73,217,0.33640552995391704,0.5391705069124424,0.013824884792626729,0.055299539170506916,0.018433179723502304,0.018433179723502304,0.004608295,0.004608295,0,0,0.00921659,0,no,1,cuomo,Andrew Cuomo,Highbridge
77003,7,98,1,1,5,0,3,0,0,0,1,53,169,0.3136094674556213,0.5798816568047337,0.00591716,0.041420118,0.017751479,0.00591716,0.00591716,0.029585798816568046,0,0,0,0,no,1,cuomo,Andrew Cuomo,Highbridge
77004,4,16,3,0,1,0,0,1,0,0,0,38,63,0.6031746031746031,0.25396825396825395,0.047619047619047616,0.063492063,0,0,0,0.015873015873015872,0,0,0.015873015873015872,0,no,1,mamdani,Zohran Mamdani,Concourse-Concourse Village
77005,12,116,3,0,3,0,3,0,0,1,1,55,194,0.28350515463917525,0.5979381443298969,0.015463917525773196,0.061855670103092786,0.015463917525773196,0.005154639,0,0.015463917525773196,0,0.005154639,0,0,no,1,cuomo,Andrew Cuomo,Highbridge
77006,15,119,1,1,1,1,2,0,0,1,2,43,186,0.23118279569892472,0.6397849462365591,0.005376344,0.080645161,0.010752688172043012,0.010752688172043012,0.005376344,0.005376344,0.005376344,0.005376344,0,0,no,1,cuomo,Andrew Cuomo,Highbridge
77007,5,106,4,3,3,0,3,2,1,1,0,75,203,0.3694581280788177,0.5221674876847291,0.019704433497536946,0.024630541871921183,0.014778325123152709,0,0.014778325123152709,0.014778325123152709,0,0.004926108,0.009852217,0.004926108,no,1,cuomo,Andrew Cuomo,Highbridge
77008,8,109,1,0,1,0,1,0,0,0,2,56,178,0.3146067415730337,0.6123595505617978,0.005617978,0.04494382,0.005617978,0.011235955056179775,0,0.005617978,0,0,0,0,no,1,cuomo,Andrew Cuomo,Highbridge
77009,3,115,4,5,4,0,0,1,0,1,1,71,205,0.3463414634146341,0.5609756097560976,0.019512195,0.014634146341463415,0,0.004878049,0.024390243902439025,0.019512195,0,0.004878049,0.004878049,0,no,1,cuomo,Andrew Cuomo,Highbridge
77010,9,106,1,0,1,0,0,0,0,1,1,64,183,0.34972677595628415,0.5792349726775956,0.005464481,0.049180328,0,0.005464481,0,0.005464481,0,0.005464481,0,0,no,1,cuomo,Andrew Cuomo,Highbridge
77011,8,117,4,0,2,0,0,2,0,1,0,67,201,0.3333333333333333,0.582089552,0.019900498,0.039800995,0,0,0,0.009950249,0,0.004975124,0.009950249,0,no,1,cuomo,Andrew Cuomo,Mount Eden-Claremont (West)
77012,8,137,2,3,1,0,2,0,0,0,3,58,214,0.27102803738317754,0.6401869158878505,0.009345794,0.037383177570093455,0.009345794,0.014018691588785047,0.014018691588785047,0.004672897,0,0,0,0,no,1,cuomo,Andrew Cuomo,Mount Eden-Claremont (West)
77013,20,159,1,3,4,0,1,0,0,1,2,51,242,0.21074380165289255,0.6570247933884298,0.004132231,0.082644628,0.004132231,0.008264463,0.012396694214876033,0.016528926,0,0.004132231,0,0,no,1,cuomo,Andrew Cuomo,University Heights (South)-Morris Heights
77014,17,100,1,1,1,0,3,0,0,0,0,30,153,0.19607843137254902,0.6535947712418301,0.006535948,0.1111111111111111,0.019607843,0,0.006535948,0.006535948,0,0,0,0,no,1,cuomo,Andrew Cuomo,University Heights (South)-Morris Heights
77015,2,6,0,0,0,0,0,0,0,0,0,1,9,0.1111111111111111,0.6666666666666666,0,0.2222222222222222,0,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,University Heights (South)-Morris Heights
77016,6,23,0,0,1,0,0,0,0,0,0,6,36,0.16666666666666666,0.6388888888888888,0,0.16666666666666666,0,0,0,0.027777777777777776,0,0,0,0,no,1,cuomo,Andrew Cuomo,Mount Eden-Claremont (West)
77017,2,12,0,0,1,0,0,0,0,0,0,3,18,0.16666666666666666,0.6666666666666666,0,0.1111111111111111,0,0,0,0.055555556,0,0,0,0,no,1,cuomo,Andrew Cuomo,University Heights (South)-Morris Heights
77018,0,8,0,0,0,0,0,0,0,0,0,3,11,0.2727272727272727,0.7272727272727273,0,0,0,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,University Heights (South)-Morris Heights
77019,2,33,0,1,0,0,1,0,0,0,0,12,49,0.24489795918367346,0.673469388,0,0.040816327,0.020408163,0,0.020408163,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,University Heights (South)-Morris Heights
77020,9,36,2,1,0,1,0,0,0,1,1,16,67,0.23880597014925373,0.5373134328358209,0.029850746268656716,0.13432835820895522,0,0.014925373134328358,0.014925373134328358,0,0.014925373134328358,0.014925373134328358,0,0,no,1,cuomo,Andrew Cuomo,University Heights (South)-Morris Heights
77021,0,16,0,1,0,0,0,0,0,0,0,10,27,0.37037037037037035,0.5925925925925926,0,0,0,0,0.037037037037037035,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Mount Hope
77022,3,85,2,2,4,0,2,1,0,1,0,40,140,0.2857142857142857,0.6071428571428571,0.014285714285714285,0.021428571,0.014285714285714285,0,0.014285714285714285,0.028571429,0,0.007142857,0.007142857,0,no,1,cuomo,Andrew Cuomo,Mount Hope
77023,7,109,3,1,2,0,0,0,1,1,2,64,190,0.3368421052631579,0.5736842105263158,0.015789473684210527,0.036842105,0,0.010526315789473684,0.005263158,0.010526315789473684,0,0.005263158,0,0.005263158,no,1,cuomo,Andrew Cuomo,Mount Hope
77024,2,13,0,0,0,0,0,0,0,0,0,4,19,0.21052631578947367,0.6842105263157895,0,0.10526315789473684,0,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,University Heights (South)-Morris Heights
77025,5,23,0,0,0,0,1,0,0,1,1,14,45,0.3111111111111111,0.5111111111111111,0,0.1111111111111111,0.022222222222222223,0.022222222222222223,0,0,0,0.022222222222222223,0,0,no,1,cuomo,Andrew Cuomo,University Heights (South)-Morris Heights
77026,5,26,0,1,0,1,1,1,0,0,0,12,47,0.2553191489361702,0.5531914893617021,0,0.10638297872340426,0.021276596,0,0.021276596,0,0.021276596,0,0.021276596,0,no,1,cuomo,Andrew Cuomo,University Heights (South)-Morris Heights
77027,11,87,1,0,3,0,0,0,0,0,0,42,144,0.2916666666666667,0.6041666666666666,0.006944444,0.076388889,0,0,0,0.020833333333333332,0,0,0,0,no,1,cuomo,Andrew Cuomo,University Heights (South)-Morris Heights
77028,4,26,2,3,1,0,0,0,0,0,1,21,58,0.3620689655172414,0.4482758620689655,0.034482758620689655,0.068965517,0,0.017241379310344827,0.051724138,0.017241379310344827,0,0,0,0,no,1,cuomo,Andrew Cuomo,University Heights (South)-Morris Heights
77029,5,22,0,0,0,0,0,0,0,1,0,11,39,0.28205128205128205,0.5641025641025641,0,0.1282051282051282,0,0,0,0,0,0.025641026,0,0,no,1,cuomo,Andrew Cuomo,Concourse-Concourse Village
77030,1,40,0,1,0,0,0,0,0,0,1,21,64,0.328125,0.625,0,0.015625,0,0.015625,0.015625,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Mount Eden-Claremont (West)
77031,7,94,1,0,0,1,0,0,0,1,0,48,152,0.3157894736842105,0.618421053,0.006578947,0.046052631578947366,0,0,0,0,0.006578947,0.006578947,0,0,no,1,cuomo,Andrew Cuomo,Mount Eden-Claremont (West)
77032,8,77,5,4,1,0,1,0,1,0,0,40,137,0.291970803,0.5620437956204379,0.03649635,0.058394160583941604,0.00729927,0,0.029197080291970802,0.00729927,0,0,0,0.00729927,no,1,cuomo,Andrew Cuomo,Mount Eden-Claremont (West)
77033,1,58,1,1,0,0,2,0,0,0,0,32,95,0.3368421052631579,0.6105263157894737,0.010526315789473684,0.010526315789473684,0.021052631578947368,0,0.010526315789473684,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Mount Eden-Claremont (West)
77034,2,91,2,2,1,0,0,0,1,0,2,56,157,0.35668789808917195,0.5796178343949044,0.012738853503184714,0.012738853503184714,0,0.012738853503184714,0.012738853503184714,0.006369427,0,0,0,0.006369427,no,1,cuomo,Andrew Cuomo,Mount Eden-Claremont (West)
77035,4,81,1,1,0,1,3,0,1,2,0,37,131,0.2824427480916031,0.6183206106870229,0.007633588,0.030534351145038167,0.022900763358778626,0,0.007633588,0,0.007633588,0.015267175572519083,0,0.007633588,no,1,cuomo,Andrew Cuomo,Claremont Park
77036,5,50,1,2,0,1,0,0,1,0,0,29,89,0.3258426966292135,0.5617977528089888,0.011235955056179775,0.056179775280898875,0,0,0.02247191,0,0.011235955056179775,0,0,0.011235955056179775,no,1,cuomo,Andrew Cuomo,Mount Eden-Claremont (West)
77037,7,68,1,0,0,0,3,1,1,1,0,53,135,0.3925925925925926,0.5037037037037037,0.007407407,0.051851852,0.022222222222222223,0,0,0,0,0.007407407,0.007407407,0.007407407,no,1,cuomo,Andrew Cuomo,Mount Eden-Claremont (West)
77038,0,59,0,1,3,0,0,0,0,1,0,35,99,0.35353535353535354,0.5959595959595959,0,0,0,0,0.010101010101010102,0.030303030303030304,0,0.010101010101010102,0,0,no,1,cuomo,Andrew Cuomo,Concourse-Concourse Village
77039,11,73,1,0,3,0,0,0,0,0,0,65,153,0.42483660130718953,0.477124183,0.006535948,0.071895425,0,0,0,0.019607843,0,0,0,0,no,1,cuomo,Andrew Cuomo,Mount Eden-Claremont (West)
77040,7,80,3,0,1,0,0,0,0,0,1,67,159,0.42138364779874216,0.5031446540880503,0.018867924528301886,0.044025157,0,0.006289308,0,0.006289308,0,0,0,0,no,1,cuomo,Andrew Cuomo,Concourse-Concourse Village
77041,7,99,1,0,0,0,1,0,0,0,2,61,171,0.3567251461988304,0.5789473684210527,0.005847953,0.040935673,0.005847953,0.011695906432748537,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Concourse-Concourse Village
77042,20,94,4,0,1,0,3,0,1,0,2,39,164,0.23780487804878048,0.573170732,0.024390243902439025,0.12195121951219512,0.018292682926829267,0.012195121951219513,0,0.006097561,0,0,0,0.006097561,no,1,cuomo,Andrew Cuomo,Concourse-Concourse Village
77043,6,70,2,0,1,0,1,0,0,1,0,40,121,0.3305785123966942,0.5785123966942148,0.016528926,0.049586776859504134,0.008264463,0,0,0.008264463,0,0.008264463,0,0,no,1,cuomo,Andrew Cuomo,Concourse-Concourse Village
77044,11,87,2,2,2,0,2,0,0,0,1,55,162,0.3395061728395062,0.5370370370370371,0.012345679012345678,0.067901235,0.012345679012345678,0.00617284,0.012345679012345678,0.012345679012345678,0,0,0,0,no,1,cuomo,Andrew Cuomo,Concourse-Concourse Village
77045,3,31,1,0,0,0,0,0,0,0,0,18,53,0.33962264150943394,0.5849056603773585,0.018867924528301886,0.056603774,0,0,0,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Mount Eden-Claremont (West)
77046,6,112,2,2,3,0,4,0,2,0,2,84,217,0.3870967741935484,0.5161290322580645,0.00921659,0.027649769585253458,0.018433179723502304,0.00921659,0.00921659,0.013824884792626729,0,0,0,0.00921659,no,1,cuomo,Andrew Cuomo,Concourse-Concourse Village
77047,10,131,17,2,1,1,14,1,1,2,1,110,291,0.37800687285223367,0.45017182130584193,0.058419243986254296,0.034364261,0.048109965635738834,0.003436426,0.006872852,0.003436426,0.003436426,0.006872852,0.003436426,0.003436426,no,1,cuomo,Andrew Cuomo,Concourse-Concourse Village
77048,4,69,4,3,0,0,1,0,0,0,1,47,129,0.3643410852713178,0.5348837209302325,0.031007751937984496,0.031007751937984496,0.007751938,0.007751938,0.023255813953488372,0,0,0,0,0,no,1,cuomo,Andrew Cuomo,Concourse-Concourse Village
77049,26,103,31,0,2,0,7,1,0,2,2,115,289,0.39792387543252594,0.356401384,0.10726643598615918,0.089965398,0.024221453,0.006920415,0,0.006920415,0,0.006920415,0.003460208,0,no,1,mamdani,Zohran Mamdani,Concourse-Concourse Village
